	Filename,Cluster
MEDOID:	1agjA.B99990038.pdb,0
	1agjA.B99990006.pdb,0
	1agjA.B99990007.pdb,0
	1agjA.B99990014.pdb,0
	1agjA.B99990017.pdb,0
	1agjA.B99990026.pdb,0
	1agjA.B99990028.pdb,0
	1agjA.B99990036.pdb,0
	1agjA.B99990038.pdb,0
	1agjA.B99990040.pdb,0
	1agjA.B99990042.pdb,0
	1agjA.B99990043.pdb,0
	1agjA.B99990046.pdb,0
MEDOID:	1agjA.B99990021.pdb,1
	1agjA.B99990003.pdb,1
	1agjA.B99990004.pdb,1
	1agjA.B99990005.pdb,1
	1agjA.B99990008.pdb,1
	1agjA.B99990009.pdb,1
	1agjA.B99990013.pdb,1
	1agjA.B99990015.pdb,1
	1agjA.B99990018.pdb,1
	1agjA.B99990020.pdb,1
	1agjA.B99990021.pdb,1
	1agjA.B99990031.pdb,1
	1agjA.B99990039.pdb,1
	1agjA.B99990050.pdb,1
MEDOID:	1agjA.B99990023.pdb,2
	1agjA.B99990023.pdb,2
	1agjA.B99990025.pdb,2
	1agjA.B99990032.pdb,2
	1agjA.B99990037.pdb,2
MEDOID:	1agjA.B99990045.pdb,3
	1agjA.B99990001.pdb,3
	1agjA.B99990016.pdb,3
	1agjA.B99990022.pdb,3
	1agjA.B99990024.pdb,3
	1agjA.B99990027.pdb,3
	1agjA.B99990029.pdb,3
	1agjA.B99990045.pdb,3
	1agjA.B99990047.pdb,3
MEDOID:	1agjA.B99990010.pdb,4
	1agjA.B99990010.pdb,4
	1agjA.B99990011.pdb,4
	1agjA.B99990033.pdb,4
	1agjA.B99990035.pdb,4
MEDOID:	1agjA.B99990030.pdb,5
	1agjA.B99990030.pdb,5
	1agjA.B99990049.pdb,5
MEDOID:	1agjA.B99990048.pdb,6
	1agjA.B99990034.pdb,6
	1agjA.B99990048.pdb,6
MEDOID:	1agjA.B99990019.pdb,7
	1agjA.B99990012.pdb,7
	1agjA.B99990019.pdb,7
	1agjA.B99990041.pdb,7
MEDOID:	1agjA.B99990002.pdb,8
	1agjA.B99990002.pdb,8
	1agjA.B99990044.pdb,8
