	Filename,Cluster
MEDOID:	1a02N.B99990030.pdb,0
	1a02N.B99990004.pdb,0
	1a02N.B99990007.pdb,0
	1a02N.B99990008.pdb,0
	1a02N.B99990010.pdb,0
	1a02N.B99990012.pdb,0
	1a02N.B99990014.pdb,0
	1a02N.B99990015.pdb,0
	1a02N.B99990016.pdb,0
	1a02N.B99990019.pdb,0
	1a02N.B99990021.pdb,0
	1a02N.B99990023.pdb,0
	1a02N.B99990025.pdb,0
	1a02N.B99990026.pdb,0
	1a02N.B99990029.pdb,0
	1a02N.B99990030.pdb,0
	1a02N.B99990033.pdb,0
	1a02N.B99990035.pdb,0
	1a02N.B99990036.pdb,0
	1a02N.B99990039.pdb,0
	1a02N.B99990041.pdb,0
	1a02N.B99990044.pdb,0
	1a02N.B99990045.pdb,0
	1a02N.B99990046.pdb,0
	1a02N.B99990047.pdb,0
	1a02N.B99990048.pdb,0
MEDOID:	1a02N.B99990013.pdb,1
	1a02N.B99990001.pdb,1
	1a02N.B99990002.pdb,1
	1a02N.B99990003.pdb,1
	1a02N.B99990005.pdb,1
	1a02N.B99990006.pdb,1
	1a02N.B99990009.pdb,1
	1a02N.B99990011.pdb,1
	1a02N.B99990013.pdb,1
	1a02N.B99990017.pdb,1
	1a02N.B99990018.pdb,1
	1a02N.B99990020.pdb,1
	1a02N.B99990022.pdb,1
	1a02N.B99990024.pdb,1
	1a02N.B99990027.pdb,1
	1a02N.B99990028.pdb,1
	1a02N.B99990031.pdb,1
	1a02N.B99990032.pdb,1
	1a02N.B99990034.pdb,1
	1a02N.B99990037.pdb,1
	1a02N.B99990038.pdb,1
	1a02N.B99990040.pdb,1
	1a02N.B99990042.pdb,1
	1a02N.B99990043.pdb,1
	1a02N.B99990049.pdb,1
	1a02N.B99990050.pdb,1
