	Filename,Cluster
MEDOID:	12asA.B99990016.pdb,0
	12asA.B99990016.pdb,0
	12asA.B99990020.pdb,0
	12asA.B99990031.pdb,0
	12asA.B99990034.pdb,0
	12asA.B99990040.pdb,0
MEDOID:	12asA.B99990046.pdb,1
	12asA.B99990008.pdb,1
	12asA.B99990010.pdb,1
	12asA.B99990046.pdb,1
	12asA.B99990048.pdb,1
MEDOID:	12asA.B99990022.pdb,2
	12asA.B99990004.pdb,2
	12asA.B99990006.pdb,2
	12asA.B99990009.pdb,2
	12asA.B99990012.pdb,2
	12asA.B99990018.pdb,2
	12asA.B99990022.pdb,2
	12asA.B99990038.pdb,2
	12asA.B99990041.pdb,2
MEDOID:	12asA.B99990049.pdb,3
	12asA.B99990003.pdb,3
	12asA.B99990005.pdb,3
	12asA.B99990007.pdb,3
	12asA.B99990013.pdb,3
	12asA.B99990028.pdb,3
	12asA.B99990029.pdb,3
	12asA.B99990032.pdb,3
	12asA.B99990049.pdb,3
MEDOID:	12asA.B99990035.pdb,4
	12asA.B99990023.pdb,4
	12asA.B99990035.pdb,4
	12asA.B99990042.pdb,4
MEDOID:	12asA.B99990050.pdb,5
	12asA.B99990015.pdb,5
	12asA.B99990019.pdb,5
	12asA.B99990027.pdb,5
	12asA.B99990030.pdb,5
	12asA.B99990033.pdb,5
	12asA.B99990039.pdb,5
	12asA.B99990047.pdb,5
	12asA.B99990050.pdb,5
MEDOID:	12asA.B99990025.pdb,6
	12asA.B99990025.pdb,6
	12asA.B99990044.pdb,6
MEDOID:	12asA.B99990036.pdb,7
	12asA.B99990001.pdb,7
	12asA.B99990002.pdb,7
	12asA.B99990011.pdb,7
	12asA.B99990014.pdb,7
	12asA.B99990017.pdb,7
	12asA.B99990024.pdb,7
	12asA.B99990036.pdb,7
MEDOID:	12asA.B99990037.pdb,8
	12asA.B99990021.pdb,8
	12asA.B99990026.pdb,8
	12asA.B99990037.pdb,8
	12asA.B99990043.pdb,8
MEDOID:	12asA.B99990045.pdb,9
	12asA.B99990045.pdb,9
