pbd, molpdf_coor1, DOPE_coor1, DOPEHR_coor1, NDOPE_coor1, outlier_coor1, allowed_coor1, molpdf_coor2, DOPE_coor2, DOPEHR_coor2, NDOPE_coor2, outlier_coor2, allowed_coor2, coef_var_coor1, coef_var_coor2
153l_, -0.037590877955175565, 0.015441679421227017, 0.04312755176005001, 0.05544711544818834, 0.9964387908736271, -0.022887729052379718, 0.9664692419985655, -0.056552926703860695, -0.1394419100107481, -0.20079831492030573, 0.054490207245510694, -0.0024038560703408124, 0.7355467328414963, 0.22373820686804044
1a17_, 0.14576074746878123, -0.038758674008396526, -0.06947971498494393, 0.09317838259909589, 0.9784874316864157, -0.07939945805861817, 0.41219069694336874, -0.2599525723373405, -0.5434768775591668, 0.6611682865382474, -0.17324219565164972, 0.00010755906259926025, 0.5865541951556508, 0.25052242259398555
1a1x_, 0.08829686138656094, 0.01726349376090439, 0.03365869165032443, 0.27518188366692137, 0.9541488301713591, -0.06817381691669268, -0.05836332809151242, 0.10037139697291686, 0.25699990358794206, 0.9205516523158669, -0.26968169075940956, 0.018077479007059197, 0.5804931213201074, 0.3276755878315572
1a2pA, 0.010253051664318131, 0.008382303768956661, 0.011485968091478171, 0.03844288820482802, -0.9987491292105573, 0.026739590492749273, 0.6549819978996231, -0.1439524684805121, -0.31890833872442403, -0.6693296840914615, -0.023897810877910593, 0.0006398180062030124, 0.8875884401301152, 0.07859028393812827
1a2zA, 0.031003100988345054, 0.019317345935947593, 0.0443160134390026, 0.1113566110105194, 0.9918567959252793, -0.02283725879047368, 0.9080425429357248, -0.07012837620491504, -0.1283673971330152, -0.39184112382846825, 0.022634789987081523, -0.003280606965739517, 0.7964363893951033, 0.13250662891883852
1a3aA, 0.034183213796152113, -0.010145988003122448, -0.047471407892691414, 0.04060698134620241, 0.9957463043430562, -0.057579533757987134, 0.5138687499636369, -0.16673316866264745, -0.4409338810651467, 0.7133326635522356, -0.06875236337367807, 0.012078677384366977, 0.6626962035896867, 0.21357420863603688
1a3c_, 0.1269366584088975, -0.006307797240779567, -0.013621005481806676, -0.0223946946961376, 0.9910807340717179, -0.03031865526286066, 0.9284971211428522, -0.08256995231823691, -0.1652560923311042, -0.2953494721339658, -0.1280241348230718, 0.01200971123901749, 0.8183428731598024, 0.142255692733483
1a3k_, 0.01575570394601408, 0.026129796952035794, 0.044560831174842414, 0.14440960508470554, 0.9876646832985642, -0.02734342980396242, 0.045266808895031915, 0.164132388631697, 0.37691546699366063, 0.8974752341999703, -0.15312128975578224, 0.006187113761628031, 0.8501928790539478, 0.10947060771551292
1a44_, 0.15895742680408687, -0.005209238390239875, -0.026779518237821508, -0.01677193938200425, 0.986512133235383, -0.02237790720570227, 0.9245770694980456, -0.08314308537087967, -0.20502109951527078, -0.2659268088809257, -0.15960487338015403, -0.004476089663804614, 0.9281214204280727, 0.061317854848969205
1a53_, 0.02515023717132123, 0.0030232340696139345, -0.0054800240564171565, 0.01096819310958847, 0.9995720604298344, -0.007980583330471788, 0.9607592653935483, -0.06112423311912192, -0.1495388024399567, -0.22437529035554613, -0.02234515385612166, 0.00017840370838727724, 0.7665054847499589, 0.20409516300453914
1a6f_, 0.01777205560436854, -0.01705927375018697, -0.08242796552100047, -0.09174642418771688, 0.9886059215679116, -0.08270242565008547, 0.0733046768804701, 0.17545975656728832, 0.48013513647972494, 0.8478815142394321, 0.11940469442897561, -0.01224767936242209, 0.6005580492053706, 0.33642765794810414
1a6jA, 0.038471931002034165, 0.01214270989939062, -0.004608597936679581, 0.05752118766232069, 0.9967615522681612, -0.03884516490137215, 0.49126438586955806, -0.17662523511756614, -0.2897711138415357, -0.8016640088771658, 0.02832041577699452, 0.005319962416826101, 0.7607714505999722, 0.16945050106130102
