pbd, molpdf_coor1, DOPE_coor1, DOPEHR_coor1, NDOPE_coor1, outlier_coor1, allowed_coor1, molpdf_coor2, DOPE_coor2, DOPEHR_coor2, NDOPE_coor2, outlier_coor2, allowed_coor2, coef_var_coor1, coef_var_coor2
12asA, 0.27116025776252567, 0.5670562302701067, 0.5282599591307091, 0.567057920969685, 0.04640084140819723, -0.04640084140819767, -0.12897096151207565, -0.019423388882582833, -0.015218281218756175, -0.01942457737167174, 0.700849596119469, -0.7008495961194687, 0.4894562053318274, 0.3353025446775029
1a02N, -0.0679687803138533, -0.49491826872549877, -0.4610474987704619, -0.4949184007230613, -0.38252021804438496, 0.38289086627250213, -0.3286044296883664, -0.27783633524375, -0.29983904746597495, -0.2778382130468022, 0.5689641243743357, -0.5692173554698667, 0.547938315849228, 0.25200142396837094
1a12A, 0.38270957496295355, 0.5158152401207978, 0.5148289433759307, 0.5158161106555826, 0.16678231469376045, -0.1689277296560883, -0.06892015638491089, -0.12903248695938074, -0.13794569311809132, -0.12903082394949597, 0.6869833511077654, -0.6862773031907615, 0.573438659521712, 0.3188124191973439
1a3qA, 0.47799853384112667, 0.19191205412195578, 0.48024933300190925, 0.1919107857564257, 0.48356744357035875, -0.4830947330584604, 0.06574268977527382, -0.6782684359777067, 0.1393470125338306, -0.6782691912573654, 0.1674376879849965, -0.1677133340813504, 0.6507164226437941, 0.3100184036433551
1a4mA, 0.37932397052642064, 0.5358272704387813, 0.5159277459618387, 0.5358265207270674, 0.0812309675399546, -0.09545937451597324, 0.0570430018784053, -0.09404900380853878, -0.08528971943454065, -0.09404544258866665, 0.697891547497662, -0.6962250981095988, 0.5494598926882426, 0.3305602812461954
1a7j_, 0.2628291641295772, 0.4704017862909667, 0.4424984145857091, 0.4704011350488453, 0.38287516720008535, -0.3820569610838335, -0.08424909267359183, 0.33166358994576967, 0.33728068294262703, 0.33166510930384735, -0.5738012642508633, 0.5743635249702873, 0.6193485957399636, 0.2208494303716347
1a8q_, 0.2335150660301947, 0.5087363472489174, 0.4657463484912954, 0.5087336470372956, 0.3247525659358984, -0.3247525659358984, 0.09639159619696736, -0.29252689608467225, -0.2633601325209368, -0.292536271716787, 0.612454343432335, -0.612454343432335, 0.5134772430423071, 0.2924247784753853
1abrB, 0.18076940707013187, 0.5132819587519378, 0.44056421791472844, 0.5132844968583297, 0.35093179356205517, -0.3509317935620545, 0.01562940686878003, -0.2585865947483282, -0.3671646324583579, -0.25857709176188465, 0.6046555692892762, -0.6046555692892772, 0.5285343963286276, 0.2752774393775291
1ad3A, 0.4900555989437243, -0.020847904438357517, 0.48842714716154306, -0.02084705250848248, 0.509653441605715, -0.510557113946355, -0.00643304366532439, -0.697898537994571, -0.1474845425833553, -0.6978985006295507, 0.044646425636897365, -0.04570487731187063, 0.5993993424114834, 0.3409276756395027
1ajsA, -0.28584738237132606, -0.5015078625646776, -0.4850042448557887, -0.5015075322507258, 0.30239302358860126, -0.29765865455226925, 0.09219748345627911, 0.24661226591366844, 0.2270201033355974, 0.24661225376601617, 0.6375256741466157, -0.641784463915339, 0.5573012047371552, 0.2839236769469279
1ako_, 0.027269213984168806, 0.5323677779800688, 0.5268801616376979, 0.5323674983592112, 0.27948482042808037, -0.27696807767488696, 0.36137956274818706, -0.2523402630366912, -0.1431256728949785, -0.25234036776040214, 0.5993532921152925, -0.6019503426911293, 0.4936922374449096, 0.33262497907522237
1aq0A, 0.25569090007809353, 0.47814967549572857, 0.4703305820514493, 0.4781479193788879, 0.35876652013242694, -0.35699488267121965, -0.10532050304430865, -0.3188149182551116, -0.21878579492471928, -0.3188209562806694, 0.6063122572926976, -0.6083880833551493, 0.5973360564102139, 0.24355779776402298
1aru_, 0.34273475627294536, 0.42922843676241706, 0.4549367026858178, 0.42922930587773117, 0.39184859030121144, -0.3918485903012109, 0.3012164581776399, -0.4314953390582173, -0.2511664529933011, -0.4314941552885591, 0.4867281708184397, -0.48672817081843994, 0.6153137285914145, 0.2603942150333546
16pk_, -0.34626626590584947, -0.5266065882189995, -0.5457993956658915, -0.5266070823993682, -0.11656760842157653, 0.1182589001488314, -0.2384496361060993, 0.22848985481396905, -0.011037280651774718, 0.22849143658434443, -0.6476489569891808, 0.6474216768399272, 0.4890542851471813, 0.3623975269557893
1a0cA, 0.08531037740956078, 0.4878508301747637, 0.4670425134060862, 0.48785193789449516, 0.38903988179754767, -0.3837231485575167, 0.3998989400271648, 0.26450749498058274, 0.2918206849812778, 0.2644923948663339, -0.5501274841699418, 0.5588925074645619, 0.5901432727364215, 0.2317212834297652
1a28A, 0.2568496272448406, 0.5088239305521468, 0.42917789219832164, 0.508823888033656, 0.3406105286806114, -0.3406105286806104, 0.28372578904672296, -0.2853196919514665, -0.3744861894008783, -0.28531621070787694, 0.5551788468006693, -0.5551788468006702, 0.5194492928988826, 0.3156811191368275
