	Filename,Cluster
MEDOID:	1avaC.B99990031.pdb,0
	1avaC.B99990001.pdb,0
	1avaC.B99990002.pdb,0
	1avaC.B99990004.pdb,0
	1avaC.B99990010.pdb,0
	1avaC.B99990011.pdb,0
	1avaC.B99990014.pdb,0
	1avaC.B99990018.pdb,0
	1avaC.B99990028.pdb,0
	1avaC.B99990031.pdb,0
	1avaC.B99990044.pdb,0
MEDOID:	1avaC.B99990034.pdb,1
	1avaC.B99990006.pdb,1
	1avaC.B99990016.pdb,1
	1avaC.B99990022.pdb,1
	1avaC.B99990034.pdb,1
	1avaC.B99990040.pdb,1
	1avaC.B99990042.pdb,1
	1avaC.B99990045.pdb,1
	1avaC.B99990049.pdb,1
MEDOID:	1avaC.B99990035.pdb,2
	1avaC.B99990008.pdb,2
	1avaC.B99990020.pdb,2
	1avaC.B99990033.pdb,2
	1avaC.B99990035.pdb,2
	1avaC.B99990038.pdb,2
	1avaC.B99990047.pdb,2
	1avaC.B99990050.pdb,2
MEDOID:	1avaC.B99990015.pdb,3
	1avaC.B99990003.pdb,3
	1avaC.B99990009.pdb,3
	1avaC.B99990015.pdb,3
	1avaC.B99990019.pdb,3
	1avaC.B99990032.pdb,3
	1avaC.B99990041.pdb,3
	1avaC.B99990046.pdb,3
	1avaC.B99990048.pdb,3
MEDOID:	1avaC.B99990026.pdb,4
	1avaC.B99990005.pdb,4
	1avaC.B99990025.pdb,4
	1avaC.B99990026.pdb,4
	1avaC.B99990029.pdb,4
MEDOID:	1avaC.B99990013.pdb,5
	1avaC.B99990012.pdb,5
	1avaC.B99990013.pdb,5
MEDOID:	1avaC.B99990021.pdb,6
	1avaC.B99990021.pdb,6
MEDOID:	1avaC.B99990039.pdb,7
	1avaC.B99990039.pdb,7
MEDOID:	1avaC.B99990037.pdb,8
	1avaC.B99990017.pdb,8
	1avaC.B99990024.pdb,8
	1avaC.B99990027.pdb,8
	1avaC.B99990030.pdb,8
	1avaC.B99990037.pdb,8
	1avaC.B99990043.pdb,8
MEDOID:	1avaC.B99990007.pdb,9
	1avaC.B99990007.pdb,9
	1avaC.B99990023.pdb,9
	1avaC.B99990036.pdb,9
