	Filename,Cluster
	1a4iA.B99990011.pdb,Outlier
	1a4iA.B99990018.pdb,Outlier
	1a4iA.B99990027.pdb,Outlier
	1a4iA.B99990047.pdb,Outlier
MEDOID:	1a4iA.B99990034.pdb,0
	1a4iA.B99990001.pdb,0
	1a4iA.B99990010.pdb,0
	1a4iA.B99990013.pdb,0
	1a4iA.B99990014.pdb,0
	1a4iA.B99990015.pdb,0
	1a4iA.B99990025.pdb,0
	1a4iA.B99990030.pdb,0
	1a4iA.B99990031.pdb,0
	1a4iA.B99990034.pdb,0
	1a4iA.B99990035.pdb,0
	1a4iA.B99990036.pdb,0
	1a4iA.B99990037.pdb,0
	1a4iA.B99990039.pdb,0
	1a4iA.B99990040.pdb,0
	1a4iA.B99990041.pdb,0
	1a4iA.B99990043.pdb,0
	1a4iA.B99990048.pdb,0
	1a4iA.B99990049.pdb,0
MEDOID:	1a4iA.B99990028.pdb,1
	1a4iA.B99990002.pdb,1
	1a4iA.B99990007.pdb,1
	1a4iA.B99990008.pdb,1
	1a4iA.B99990009.pdb,1
	1a4iA.B99990016.pdb,1
	1a4iA.B99990017.pdb,1
	1a4iA.B99990019.pdb,1
	1a4iA.B99990023.pdb,1
	1a4iA.B99990026.pdb,1
	1a4iA.B99990028.pdb,1
	1a4iA.B99990029.pdb,1
	1a4iA.B99990042.pdb,1
	1a4iA.B99990046.pdb,1
	1a4iA.B99990050.pdb,1
MEDOID:	1a4iA.B99990024.pdb,2
	1a4iA.B99990003.pdb,2
	1a4iA.B99990004.pdb,2
	1a4iA.B99990005.pdb,2
	1a4iA.B99990006.pdb,2
	1a4iA.B99990012.pdb,2
	1a4iA.B99990020.pdb,2
	1a4iA.B99990021.pdb,2
	1a4iA.B99990022.pdb,2
	1a4iA.B99990024.pdb,2
	1a4iA.B99990032.pdb,2
	1a4iA.B99990033.pdb,2
	1a4iA.B99990038.pdb,2
	1a4iA.B99990044.pdb,2
	1a4iA.B99990045.pdb,2
MEDOID:	1a4iA.B99990029.pdb,3
